Termino,Aparicion,Documento,HASH
axioma,1,['la_biblioteca_de_babel.txt'],345
veintitanto,1,['la_biblioteca_de_babel.txt'],345
falsa,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",345
venerado,1,['la_biblioteca_de_babel.txt'],346
misma,1,['la_biblioteca_de_babel.txt'],347
tercera,1,['la_biblioteca_de_babel.txt'],348
escribió,1,['la_biblioteca_de_babel.txt'],348
definen,1,['la_biblioteca_de_babel.txt'],351
disco,1,['la_biblioteca_de_babel.txt'],352
ilusoria,1,['la_biblioteca_de_babel.txt'],352
febril,1,['la_biblioteca_de_babel.txt'],352
espera,1,['la_biblioteca_de_babel.txt'],352
basilid,1,['la_biblioteca_de_babel.txt'],352
origen,1,['la_biblioteca_de_babel.txt'],354
descifró,1,['la_biblioteca_de_babel.txt'],355
insinuar,1,['la_biblioteca_de_babel.txt'],355
básico,1,['la_biblioteca_de_babel.txt'],355
viejo,1,['la_biblioteca_de_babel.txt'],355
permitió,1,['la_biblioteca_de_babel.txt'],357
negligen,1,['la_biblioteca_de_babel.txt'],357
recta,1,['la_biblioteca_de_babel.txt'],359
secta,1,['la_biblioteca_de_babel.txt'],360
orgánica,1,['la_biblioteca_de_babel.txt'],360
eliminar,1,['la_biblioteca_de_babel.txt'],361
establecers,1,['la_biblioteca_de_babel.txt'],365
baranda,1,['la_biblioteca_de_babel.txt'],365
alegórica,1,['la_biblioteca_de_babel.txt'],365
dulc,1,['la_biblioteca_de_babel.txt'],366
repetida,1,['la_biblioteca_de_babel.txt'],366
muro,1,['la_biblioteca_de_babel.txt'],367
proposicion,1,['la_biblioteca_de_babel.txt'],367
arguyen,1,['la_biblioteca_de_babel.txt'],367
notorio,1,['la_biblioteca_de_babel.txt'],368
usaban,1,['la_biblioteca_de_babel.txt'],368
periódica,1,['la_biblioteca_de_babel.txt'],368
hypothesi,1,['la_biblioteca_de_babel.txt'],369
grave,1,['la_biblioteca_de_babel.txt'],369
siempr,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",370
sala,1,['la_biblioteca_de_babel.txt'],373
seguro,1,['la_biblioteca_de_babel.txt'],373
letra,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",374
equiparan,1,['la_biblioteca_de_babel.txt'],374
vez,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",375
busca,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",376
capac,1,['la_biblioteca_de_babel.txt'],376
mitología,1,['la_biblioteca_de_babel.txt'],377
inquisidor,1,['la_biblioteca_de_babel.txt'],377
razon,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",380
estructura,1,['la_biblioteca_de_babel.txt'],382
señor,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",382
cuatro,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",382
yeso,1,['la_biblioteca_de_babel.txt'],382
delirio,1,['la_biblioteca_de_babel.txt'],382
delira,1,['la_biblioteca_de_babel.txt'],383
padr,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",385
remota,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",386
postulan,1,['la_biblioteca_de_babel.txt'],386
eleva,1,['la_biblioteca_de_babel.txt'],387
lomo,1,['la_biblioteca_de_babel.txt'],387
zaguán,1,['la_biblioteca_de_babel.txt'],388
inmóvil,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",388
si,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",388
lenguaj,1,['la_biblioteca_de_babel.txt'],388
epidemia,1,['la_biblioteca_de_babel.txt'],390
pued,1,['la_biblioteca_de_babel.txt'],390
cuya,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",390
definición,1,['la_biblioteca_de_babel.txt'],390
soledad,1,['la_biblioteca_de_babel.txt'],390
justifiqu,1,['la_biblioteca_de_babel.txt'],390
besan,1,['la_biblioteca_de_babel.txt'],391
ven,1,['la_biblioteca_de_babel.txt'],391
registran,1,['la_biblioteca_de_babel.txt'],391
verbal,1,['la_biblioteca_de_babel.txt'],392
producido,1,['la_biblioteca_de_babel.txt'],393
cesaran,1,['la_biblioteca_de_babel.txt'],393
último,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",393
acaso,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",395
construir,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",395
insuficient,1,['la_biblioteca_de_babel.txt'],395
tomo,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",395
jefe,1,['la_biblioteca_de_babel.txt'],396
dorso,1,['la_biblioteca_de_babel.txt'],397
portugué,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",397
estrecho,1,['la_biblioteca_de_babel.txt'],397
ilimitada,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",398
existiera,1,['la_biblioteca_de_babel.txt'],398
sintieron,1,['la_biblioteca_de_babel.txt'],399
previament,1,['la_biblioteca_de_babel.txt'],401
año,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",401
person,1,['la_biblioteca_de_babel.txt'],401
peregrinado,1,['la_biblioteca_de_babel.txt'],402
peregrinaron,1,['la_biblioteca_de_babel.txt'],402
incurrir,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",402
desempeño,1,['la_biblioteca_de_babel.txt'],403
tiempo,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",404
escalera,1,['la_biblioteca_de_babel.txt'],404
pretérita,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",404
ser,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",404
vindicación,1,['la_biblioteca_de_babel.txt'],405
solo,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",405
colorario,1,['la_biblioteca_de_babel.txt'],406
71,1,['la_biblioteca_de_babel.txt'],408
ejemplar,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",408
retórica,1,['la_biblioteca_de_babel.txt'],409
comprobación,1,['la_biblioteca_de_babel.txt'],410
descubrimiento,1,['la_biblioteca_de_babel.txt'],411
sepultura,1,['la_biblioteca_de_babel.txt'],411
armada,1,['la_biblioteca_de_babel.txt'],412
combinatorio,1,['la_biblioteca_de_babel.txt'],412
babel,1,['la_biblioteca_de_babel.txt'],412
renglón,1,['la_biblioteca_de_babel.txt'],413
pasa,1,['la_biblioteca_de_babel.txt'],413
duda,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",414
tiren,1,['la_biblioteca_de_babel.txt'],414
duplica,1,['la_biblioteca_de_babel.txt'],416
análisi,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",417
visto,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",417
dice,1,['la_biblioteca_de_babel.txt'],417
indican,1,['la_biblioteca_de_babel.txt'],418
remoto,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",418
entonc,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",419
naturaleza,1,['la_biblioteca_de_babel.txt'],419
previsto,1,['la_biblioteca_de_babel.txt'],420
circuito,1,['la_biblioteca_de_babel.txt'],420
lámpara,1,['la_biblioteca_de_babel.txt'],420
inventor,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",421
excesiva,1,['la_biblioteca_de_babel.txt'],422
corromperá,1,['la_biblioteca_de_babel.txt'],422
dormir,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",423
desemboca,1,['la_biblioteca_de_babel.txt'],423
puedan,1,['la_biblioteca_de_babel.txt'],423
diferent,1,['la_biblioteca_de_babel.txt'],423
falso,1,['la_biblioteca_de_babel.txt'],423
regresivo,1,['la_biblioteca_de_babel.txt'],424
viajado,1,['la_biblioteca_de_babel.txt'],424
compon,1,['la_biblioteca_de_babel.txt'],424
igual,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",424
leído,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",425
mismo,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",425
desapareció,1,['la_biblioteca_de_babel.txt'],426
teoría,1,['la_biblioteca_de_babel.txt'],426
canónico,1,['la_biblioteca_de_babel.txt'],426
maldicion,1,['la_biblioteca_de_babel.txt'],426
toman,1,['la_biblioteca_de_babel.txt'],427
abarcaba,1,['la_biblioteca_de_babel.txt'],427
hexágono,1,['la_biblioteca_de_babel.txt'],427
cinco,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",428
afirmo,1,['la_biblioteca_de_babel.txt'],428
borg,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",428
sabe,1,['la_biblioteca_de_babel.txt'],429
azaroso,1,['la_biblioteca_de_babel.txt'],429
rudimentario,1,['la_biblioteca_de_babel.txt'],429
autoridad,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",429
millon,1,['la_biblioteca_de_babel.txt'],429
lado,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",430
sospecho,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",430
futura,1,['la_biblioteca_de_babel.txt'],433
sostienen,1,['la_biblioteca_de_babel.txt'],434
ésa,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",435
combinar,1,['la_biblioteca_de_babel.txt'],435
consultar,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",435
universo,1,['la_biblioteca_de_babel.txt'],435
jorg,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",436
variacion,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",436
alfabeto,1,['la_biblioteca_de_babel.txt'],436
eternidad,1,['la_biblioteca_de_babel.txt'],436
puedo,1,['la_biblioteca_de_babel.txt'],437
simétrica,1,['la_biblioteca_de_babel.txt'],437
apología,1,['la_biblioteca_de_babel.txt'],438
severa,1,['la_biblioteca_de_babel.txt'],438
azar,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",438
humild,1,['la_biblioteca_de_babel.txt'],439
present,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",439
guaraní,1,['la_biblioteca_de_babel.txt'],439
resolv,1,['la_biblioteca_de_babel.txt'],439
perdurará,1,['la_biblioteca_de_babel.txt'],440
buscar,1,['la_biblioteca_de_babel.txt'],440
infinito,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",440
insond,1,['la_biblioteca_de_babel.txt'],441
instant,1,['la_biblioteca_de_babel.txt'],441
entend,1,['la_biblioteca_de_babel.txt'],442
proclamó,1,['la_biblioteca_de_babel.txt'],443
cámara,1,['la_biblioteca_de_babel.txt'],443
vocabulario,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",445
don,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",445
aún,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",445
incesant,1,['la_biblioteca_de_babel.txt'],445
compendio,1,['la_biblioteca_de_babel.txt'],446
fundament,1,['la_biblioteca_de_babel.txt'],446
meno,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",447
inimitablement,1,['la_biblioteca_de_babel.txt'],448
facsímil,1,['la_biblioteca_de_babel.txt'],450
incontrovert,1,['la_biblioteca_de_babel.txt'],451
podía,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",451
ejemplifican,1,['la_biblioteca_de_babel.txt'],451
altura,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",451
continuo,1,['la_biblioteca_de_babel.txt'],451
dio,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",452
dialecto,1,['la_biblioteca_de_babel.txt'],453
cero,1,['la_biblioteca_de_babel.txt'],453
premisa,1,['la_biblioteca_de_babel.txt'],453
frecuent,1,['la_biblioteca_de_babel.txt'],454
ocultaban,1,['la_biblioteca_de_babel.txt'],455
puntual,1,['la_biblioteca_de_babel.txt'],455
profecía,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",455
cesar,1,['la_biblioteca_de_babel.txt'],456
creyó,1,['la_biblioteca_de_babel.txt'],456
necesidad,1,['la_biblioteca_de_babel.txt'],456
mediant,1,['la_biblioteca_de_babel.txt'],456
observó,1,['la_biblioteca_de_babel.txt'],458
llevan,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",458
culto,1,['la_biblioteca_de_babel.txt'],459
población,1,['la_biblioteca_de_babel.txt'],461
repito,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",461
vuelta,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",461
samoyedo,1,['la_biblioteca_de_babel.txt'],461
cubilet,1,['la_biblioteca_de_babel.txt'],462
legua,1,['la_biblioteca_de_babel.txt'],462
mero,1,['la_biblioteca_de_babel.txt'],463
tautología,1,['la_biblioteca_de_babel.txt'],463
vario,1,['la_biblioteca_de_babel.txt'],463
criptografía,1,['la_biblioteca_de_babel.txt'],463
divina,1,['la_biblioteca_de_babel.txt'],463
demiurgo,1,['la_biblioteca_de_babel.txt'],464
alegra,1,['la_biblioteca_de_babel.txt'],464
observar,1,['la_biblioteca_de_babel.txt'],464
carmesí,1,['la_biblioteca_de_babel.txt'],464
incoherent,1,['la_biblioteca_de_babel.txt'],467
pesar,1,['la_biblioteca_de_babel.txt'],469
formularon,1,['la_biblioteca_de_babel.txt'],469
irreemplaz,1,['la_biblioteca_de_babel.txt'],469
medio,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",470
vio,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",470
esperó,1,['la_biblioteca_de_babel.txt'],472
extravagant,1,['la_biblioteca_de_babel.txt'],473
suicidio,1,['la_biblioteca_de_babel.txt'],473
gramática,1,['la_biblioteca_de_babel.txt'],473
bibliotecario,1,['la_biblioteca_de_babel.txt'],474
pueden,1,['la_biblioteca_de_babel.txt'],475
suelen,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",478
lui,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",478
negrísima,1,['la_biblioteca_de_babel.txt'],479
bandolerismo,1,['la_biblioteca_de_babel.txt'],479
idéntico,1,['la_biblioteca_de_babel.txt'],479
arcángel,1,['la_biblioteca_de_babel.txt'],479
invadían,1,['la_biblioteca_de_babel.txt'],480
problema,1,['la_biblioteca_de_babel.txt'],482
débilment,1,['la_biblioteca_de_babel.txt'],484
sucedió,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",484
ab,1,['la_biblioteca_de_babel.txt'],485
comprobaría,1,['la_biblioteca_de_babel.txt'],485
formular,1,['la_biblioteca_de_babel.txt'],486
propósito,1,['la_biblioteca_de_babel.txt'],487
notoriament,1,['la_biblioteca_de_babel.txt'],488
versión,1,['la_biblioteca_de_babel.txt'],490
alguien,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",491
provocaron,1,['la_biblioteca_de_babel.txt'],491
atrevo,1,['la_biblioteca_de_babel.txt'],491
ternura,1,['la_biblioteca_de_babel.txt'],491
certidumbr,1,['la_biblioteca_de_babel.txt'],491
cara,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",493
abisma,1,['la_biblioteca_de_babel.txt'],493
cabo,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",493
divino,1,['la_biblioteca_de_babel.txt'],495
apena,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",495
arriba,1,['la_biblioteca_de_babel.txt'],495
apariencia,1,['la_biblioteca_de_babel.txt'],495
natal,1,['la_biblioteca_de_babel.txt'],496
vana,1,['la_biblioteca_de_babel.txt'],496
distribución,1,['la_biblioteca_de_babel.txt'],497
místico,1,['la_biblioteca_de_babel.txt'],498
tácito,1,['la_biblioteca_de_babel.txt'],498
límite,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",500
tal,3,"['evangelio_segun_marcos.txt', 'funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",501
execrado,1,['la_biblioteca_de_babel.txt'],501
centro,1,['la_biblioteca_de_babel.txt'],501
intoler,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",503
existen,1,['la_biblioteca_de_babel.txt'],504
confuso,1,['la_biblioteca_de_babel.txt'],505
homogénea,2,"['funes_el_memorioso.txt', 'la_biblioteca_de_babel.txt']",505
gusto,1,['la_biblioteca_de_babel.txt'],506
evangelio,2,"['evangelio_segun_marcos.txt', 'la_biblioteca_de_babel.txt']",506
gabinet,1,['la_biblioteca_de_babel.txt'],506
pozo,1,['la_biblioteca_de_babel.txt'],506
localizar,1,['la_biblioteca_de_babel.txt'],507
adjetivo,1,['la_biblioteca_de_babel.txt'],508
beda,1,['la_biblioteca_de_babel.txt'],508
ortográfico,1,['la_biblioteca_de_babel.txt'],509
largament,1,['la_biblioteca_de_babel.txt'],509
bruscament,1,['la_biblioteca_de_babel.txt'],510
prosperó,1,['la_biblioteca_de_babel.txt'],510
exagerada,1,['la_biblioteca_de_babel.txt'],510
extinguirs,1,['la_biblioteca_de_babel.txt'],510
mató,1,['la_biblioteca_de_babel.txt'],511
